# code|name|quantity
005930|삼성전자|123
000660|SK하이닉스|0
058470|리노공업|13854
042700|한미반도체|4941
095340|ISC|2054
196170|알테오젠|639
141080|리가켐바이오|615
298380|에이비엘바이오|340
475830|오름테라퓨틱스|389
214150|클래시스|1575
214450|파마리서치|301
278470|에이피알|256
041510|에스엠|185
122870|와이지엔터테인먼트|262
011790|SKC|820
035420|NAVER|150
000100|유한양행|1670
348210|넥스틴|1500
403870|HPSP|500
